,loan_amount,loan_days,education_id,has_immovables,has_movables,monthly_income,income_frequency_id,monthly_expenses,product_id,product_dpr,product_interest_min,applied_limit,amount_to_pay
261,1000,7,6,1,0,17800,2,7900,57,0.0,120,1000,0.0
262,1000,30,2,0,0,6000,1,6000,30,1.8,50,1000,0.0
263,1000,7,5,1,0,9000,1,3000,10,1.9,50,3000,0.0
264,1000,5,4,0,0,12000,2,8500,10,1.9,50,1000,1126.0
265,1000,30,4,1,0,15000,1,7000,30,1.8,50,1000,0.0
266,800,30,5,0,0,4200,1,1500,32,1.8,50,3500,0.0
267,550,30,2,1,0,15000,2,4000,32,1.8,50,8000,0.0
268,1000,16,6,1,0,17800,2,7900,30,1.8,50,1000,0.0
269,1000,7,5,1,0,12000,2,5000,57,0.0,120,1000,0.0
270,1500,30,4,0,0,6000,2,2000,10,1.9,50,1500,2326.5
271,1500,15,4,0,1,9000,999,4000,10,1.9,50,1500,1949.0
272,1000,16,4,0,0,8000,2,3000,10,1.9,50,2000,0.0
273,2500,17,5,1,1,16000,2,7000,31,1.8,50,2500,0.0
274,5000,30,5,0,0,15000,2,8000,2,1.8,50,8000,0.0
275,1500,30,5,0,0,6500,999,4000,31,1.8,50,1500,2283.0
276,1000,30,5,0,0,30000,2,5000,10,1.9,50,1000,0.0
277,500,30,5,1,1,10000,1,4000,10,1.9,50,4000,0.0
278,800,10,3,0,0,12000,1,5000,10,1.9,50,1500,0.0
279,3500,26,4,0,1,12000,2,3500,31,1.8,50,3500,5138.0
280,1000,15,5,0,0,8000,1,5000,10,1.9,50,3500,0.0
281,1000,30,3,0,0,8000,2,4000,30,1.8,50,1000,0.0
282,1500,30,5,0,1,20000,2,5000,31,1.8,50,1500,0.0
283,1000,27,3,0,0,7500,2,4000,30,1.8,50,1000,1518.0
284,5000,18,5,0,0,160000,2,7600,32,1.8,50,5000,0.0
285,650,26,4,0,0,12000,2,3500,10,1.9,50,3500,0.0
286,3500,30,5,0,0,17000,2,10000,31,1.8,50,3500,0.0
287,800,3,3,0,0,12000,1,12000,10,1.9,50,1000,0.0
288,1000,30,4,0,0,8000,1,4500,30,1.8,50,2500,0.0
289,2500,21,4,0,0,12000,2,3000,10,1.9,50,2500,3500.0
290,700,4,2,0,0,7000,2,4000,60,0.0,30,700,0.0
291,2500,25,3,0,0,6000,2,3500,31,1.8,50,2500,0.0
292,500,7,3,0,0,5300,2,2000,31,1.8,50,3000,0.0
293,700,25,5,0,0,11500,1,4000,2,1.8,50,700,1052.4
294,3500,30,5,0,0,17500,2,4000,31,1.8,50,3500,0.0
295,3500,30,4,0,0,9500,1,2000,10,1.9,50,3500,0.0
296,1500,30,3,0,0,12000,2,3000,10,1.9,50,1500,2376.5
297,1500,11,2,0,0,10200,999,2300,31,1.8,50,1500,0.0
298,1550,8,3,0,0,6000,999,2000,32,1.8,50,2000,0.0
299,2000,10,1,0,0,9000,2,2500,2,1.8,50,8000,0.0
300,1350,14,5,0,0,16000,2,6800,32,1.8,50,4000,0.0
301,1000,5,5,0,0,7500,2,3500,58,0.0,85,1000,1085.0
302,1000,21,5,0,0,14000,2,7000,36,1.43,50,1000,0.0
303,1800,29,3,0,0,10000,2,5000,32,1.8,50,1800,2757.2
304,3700,30,5,0,0,40000,1,15000,35,1.53,50,5000,0.0
305,500,30,4,1,0,15000,1,2000,36,1.43,50,8000,0.0
306,900,8,5,0,0,6000,2,1000,61,0.0,120,900,0.0
307,5000,22,5,0,0,10000,1,12000,32,1.8,50,8000,0.0
308,1000,15,3,0,0,7700,2,5500,30,1.8,50,1000,1302.0
309,2500,28,5,0,0,10000,1,4000,31,1.8,50,2500,3765.0
310,1000,30,4,0,0,9000,2,7000,10,1.9,50,3500,0.0
311,1000,28,5,1,0,9000,2,4000,30,1.8,50,1000,0.0
312,500,30,3,0,0,9600,1,3000,30,1.8,50,3000,811.0
313,2400,5,3,1,0,6000,2,1000,22,1.8,50,8000,0.0
314,900,20,3,0,0,10000,1,4000,2,1.8,50,900,0.0
315,1550,30,5,0,0,14000,2,4000,35,1.53,50,3100,0.0
316,1000,5,3,0,0,7500,2,4500,30,1.8,50,1000,1122.0
317,4500,30,3,0,0,12000,1,1500,32,1.8,50,4500,6930.0
318,3500,11,5,0,0,10000,1,6000,2,1.8,50,8000,0.0
319,1500,29,3,0,0,10000,2,2000,36,1.43,50,1500,2150.6
320,1000,30,3,0,0,7000,2,2500,30,1.8,50,1000,0.0
321,1500,10,3,0,0,6000,2,4000,59,0.0,220,1500,0.0
322,400,18,3,1,0,9000,1,5000,2,1.8,50,400,0.0
323,1000,15,5,0,0,30000,1,7500,10,1.9,50,1000,1316.0
324,5000,8,5,0,0,11500,2,3500,25,1.8,50,5000,0.0
325,500,30,2,0,0,18000,1,8000,2,1.8,50,500,0.0
326,1500,30,5,0,0,5000,2,5000,35,1.53,50,3000,0.0
327,2000,27,3,0,0,11000,2,12000,35,1.53,50,2000,0.0
328,1000,15,2,0,0,9100,2,5600,30,1.8,50,1000,0.0
329,2000,14,4,0,0,12500,2,3500,64,0.0,450,2000,2450.0
330,1000,30,2,1,0,12000,2,4000,10,1.9,50,3000,1591.0
331,1500,10,4,0,0,12000,1,4000,59,0.0,220,1500,0.0
332,1000,30,3,1,1,10000,2,4500,30,1.8,50,4000,0.0
333,2000,30,5,0,0,8500,1,5000,35,1.53,50,2000,2937.4
334,1800,14,3,0,1,10000,2,2500,32,1.8,50,1800,0.0
335,1350,30,4,0,0,6000,2,2000,35,1.53,50,2500,0.0
336,3000,30,4,0,0,12500,2,4500,31,1.8,50,3000,0.0
337,2000,30,5,0,0,8000,1,3000,10,1.9,50,2500,0.0
338,2500,30,3,0,0,5500,1,1500,36,1.43,50,2500,0.0
339,1000,17,2,0,0,12000,1,3000,30,1.8,50,1000,0.0
340,2500,16,5,1,1,12000,2,7500,10,1.9,50,2500,0.0
341,3000,20,4,0,0,25000,2,5000,35,1.53,50,3500,0.0
342,1100,15,3,0,0,13000,2,12000,10,1.9,50,3500,0.0
343,600,30,2,1,0,9000,1,3000,32,1.8,50,4500,0.0
344,700,30,2,0,0,8000,2,2000,35,1.53,50,700,0.0
345,1500,9,5,0,0,13000,2,6000,31,1.8,50,1500,0.0
346,800,30,3,0,0,7300,1,4000,10,1.9,50,1000,0.0
347,1000,30,5,0,0,11000,1,2000,31,1.8,50,5000,1572.0
348,500,14,5,0,0,11000,2,4500,2,1.8,50,500,0.0
349,4000,30,4,0,0,9760,2,2000,10,1.9,50,4000,0.0
350,900,30,3,0,0,6000,999,2500,2,1.8,50,900,0.0
351,1550,30,3,0,0,11000,2,4500,10,1.9,50,2500,0.0
352,3000,30,6,0,0,16000,2,4000,30,1.8,50,3000,0.0
353,800,6,3,0,0,9000,2,3000,23,0.95,50,3000,0.0
354,2500,30,2,1,0,11000,1,4000,30,1.8,50,2500,0.0
355,1000,30,2,0,0,8700,1,1000,30,1.8,50,1000,0.0
356,3500,30,5,1,0,10000,1,6500,35,1.53,50,3500,0.0
357,1000,30,2,0,0,8000,2,4500,10,1.9,50,1000,0.0
358,3500,30,3,0,1,10000,2,5000,36,1.43,50,3500,0.0
359,1000,30,3,0,0,10000,1,5000,35,1.53,50,1000,0.0
360,3000,30,5,0,0,8800,1,2000,31,1.8,50,3000,0.0
361,3000,30,4,0,1,5200,2,2300,31,1.8,50,5500,0.0
362,1000,18,1,0,0,6000,2,4000,10,1.9,50,1000,1373.0
363,2000,14,5,0,0,15000,2,5000,31,1.8,50,3500,0.0
364,1500,30,3,0,0,10000,1,5000,32,1.8,50,8000,0.0
365,2500,30,3,1,0,7000,2,2000,31,1.8,50,2500,0.0
366,300,12,5,1,1,19000,1,5000,2,1.8,50,300,0.0
367,4000,30,5,0,0,13000,2,5000,10,1.9,50,4000,6280.0
368,4000,19,4,0,0,5000,1,2000,32,1.8,50,4000,0.0
369,1500,20,5,0,0,8000,1,2000,10,1.9,50,1500,0.0
370,3000,14,3,1,1,15000,2,8000,35,1.53,50,3000,0.0
371,3000,15,6,0,0,9000,2,2000,35,1.53,50,5500,0.0
372,1000,15,3,0,0,15000,2,9500,10,1.9,50,1000,0.0
373,2500,7,2,0,0,15000,1,7000,65,0.0,290,2500,0.0
374,3000,16,5,0,0,55000,1,40000,31,1.8,50,3000,0.0
375,1200,30,2,0,0,6500,2,4000,30,1.8,50,1200,0.0
376,2500,30,3,0,0,8000,2,1500,31,1.8,50,2500,3855.0
377,1000,30,5,0,0,10000,1,6000,30,1.8,50,1000,0.0
378,1700,12,3,0,0,10000,1,5000,2,1.8,50,4600,0.0
379,1000,30,3,0,0,11000,1,8000,36,1.43,50,1000,0.0
380,900,20,3,0,0,3500,2,1500,42,1.71,50,1500,0.0
